,sid,word,occurrence
5016,5Gt9bxniM1SxN61yRzRhXL,couple,2
5017,5Gt9bxniM1SxN61yRzRhXL,tax,2
5018,5Gt9bxniM1SxN61yRzRhXL,rap,2
5019,5Gt9bxniM1SxN61yRzRhXL,young,2
5020,5Gt9bxniM1SxN61yRzRhXL,year,2
5021,1QPreu0BNOrUfEb8HTd2qG,bitch,8
5022,1QPreu0BNOrUfEb8HTd2qG,pray,6
5023,1QPreu0BNOrUfEb8HTd2qG,brother,6
5024,1QPreu0BNOrUfEb8HTd2qG,attractive,6
5025,1QPreu0BNOrUfEb8HTd2qG,song,6
5026,1QPreu0BNOrUfEb8HTd2qG,turn,6
5027,1QPreu0BNOrUfEb8HTd2qG,rich,3
5028,1QPreu0BNOrUfEb8HTd2qG,stop,3
5029,1QPreu0BNOrUfEb8HTd2qG,strong,3
5030,1QPreu0BNOrUfEb8HTd2qG,tryna,3
5031,1QPreu0BNOrUfEb8HTd2qG,phone,3
5032,1QPreu0BNOrUfEb8HTd2qG,break,3
5033,1QPreu0BNOrUfEb8HTd2qG,balance,3
5034,1QPreu0BNOrUfEb8HTd2qG,life,2
5035,1QPreu0BNOrUfEb8HTd2qG,lose,2
5036,6BU1RZexmvJcBjgagVVt3M,fuck,18
5037,6BU1RZexmvJcBjgagVVt3M,love,12
5038,6BU1RZexmvJcBjgagVVt3M,fall,11
5039,6BU1RZexmvJcBjgagVVt3M,count,9
5040,6BU1RZexmvJcBjgagVVt3M,trip,8
5041,6BU1RZexmvJcBjgagVVt3M,sheesh,5
5042,6BU1RZexmvJcBjgagVVt3M,regret,5
5043,6BU1RZexmvJcBjgagVVt3M,make,4
5044,6BU1RZexmvJcBjgagVVt3M,bless,4
5045,6BU1RZexmvJcBjgagVVt3M,low,3
5046,6BU1RZexmvJcBjgagVVt3M,find,3
5047,6BU1RZexmvJcBjgagVVt3M,thing,3
5048,6BU1RZexmvJcBjgagVVt3M,mask,3
5049,6BU1RZexmvJcBjgagVVt3M,change,2
5050,6BU1RZexmvJcBjgagVVt3M,time,2
5051,4d4ZXH4dr5bYfgErHiZCX2,caer,5
5052,4d4ZXH4dr5bYfgErHiZCX2,tre,5
5053,4d4ZXH4dr5bYfgErHiZCX2,hacer,4
5054,4d4ZXH4dr5bYfgErHiZCX2,baby,4
5055,4d4ZXH4dr5bYfgErHiZCX2,dime,3
5056,4d4ZXH4dr5bYfgErHiZCX2,bunny,2
5057,4d4ZXH4dr5bYfgErHiZCX2,niegue,2
5058,4d4ZXH4dr5bYfgErHiZCX2,espero,2
5059,4d4ZXH4dr5bYfgErHiZCX2,shoot,2
5060,4d4ZXH4dr5bYfgErHiZCX2,ey,1
5061,4d4ZXH4dr5bYfgErHiZCX2,dijiste,1
5062,4d4ZXH4dr5bYfgErHiZCX2,mejor,1
5063,4d4ZXH4dr5bYfgErHiZCX2,hiciste,1
5064,4d4ZXH4dr5bYfgErHiZCX2,sabe,1
5065,4d4ZXH4dr5bYfgErHiZCX2,liveget,1
5066,0Nbz0dhHYOgfambCfMzF4p,fuck,62
5067,0Nbz0dhHYOgfambCfMzF4p,bitch,42
5068,0Nbz0dhHYOgfambCfMzF4p,nigga,18
5069,0Nbz0dhHYOgfambCfMzF4p,ass,8
5070,0Nbz0dhHYOgfambCfMzF4p,shit,8
5071,0Nbz0dhHYOgfambCfMzF4p,reason,7
5072,0Nbz0dhHYOgfambCfMzF4p,give,6
5073,0Nbz0dhHYOgfambCfMzF4p,key,5
5074,0Nbz0dhHYOgfambCfMzF4p,shut,4
5075,0Nbz0dhHYOgfambCfMzF4p,hold,3
5076,0Nbz0dhHYOgfambCfMzF4p,move,3
5077,0Nbz0dhHYOgfambCfMzF4p,mad,3
5078,0Nbz0dhHYOgfambCfMzF4p,trippin,3
5079,0Nbz0dhHYOgfambCfMzF4p,fake,3
5080,0Nbz0dhHYOgfambCfMzF4p,explain,3
5081,66mVPWmFvXPFf8pjK5ttOW,fuck,8
5082,66mVPWmFvXPFf8pjK5ttOW,kill,6
5083,66mVPWmFvXPFf8pjK5ttOW,bitch,4
5084,66mVPWmFvXPFf8pjK5ttOW,time,4
5085,66mVPWmFvXPFf8pjK5ttOW,pose,3
5086,66mVPWmFvXPFf8pjK5ttOW,white,3
5087,66mVPWmFvXPFf8pjK5ttOW,body,3
5088,66mVPWmFvXPFf8pjK5ttOW,life,3
5089,66mVPWmFvXPFf8pjK5ttOW,motive,3
5090,66mVPWmFvXPFf8pjK5ttOW,hide,3
5091,66mVPWmFvXPFf8pjK5ttOW,pray,2
5092,66mVPWmFvXPFf8pjK5ttOW,whitney,2
5093,66mVPWmFvXPFf8pjK5ttOW,murderer,2
5094,66mVPWmFvXPFf8pjK5ttOW,silent,2
5095,66mVPWmFvXPFf8pjK5ttOW,high,2
5096,2uflssWlCaJ6CbTMOsUpNI,easy,6
5097,2uflssWlCaJ6CbTMOsUpNI,cuero,4
5098,2uflssWlCaJ6CbTMOsUpNI,pasarla,3
5099,2uflssWlCaJ6CbTMOsUpNI,sabe,3
5100,2uflssWlCaJ6CbTMOsUpNI,baby,2
5101,2uflssWlCaJ6CbTMOsUpNI,quiere,2
5102,2uflssWlCaJ6CbTMOsUpNI,dale,2
5103,2uflssWlCaJ6CbTMOsUpNI,precioso,1
5104,2uflssWlCaJ6CbTMOsUpNI,prende,1
5105,2uflssWlCaJ6CbTMOsUpNI,doy,1
5106,2uflssWlCaJ6CbTMOsUpNI,propia,1
5107,2uflssWlCaJ6CbTMOsUpNI,chilla,1
5108,2uflssWlCaJ6CbTMOsUpNI,buscarme,1
5109,2uflssWlCaJ6CbTMOsUpNI,ey,1
5110,2uflssWlCaJ6CbTMOsUpNI,low,1
5111,1REVvAphiSTJyKQ1fDpHa4,love,12
5112,1REVvAphiSTJyKQ1fDpHa4,baby,12
5113,1REVvAphiSTJyKQ1fDpHa4,fuck,11
5114,1REVvAphiSTJyKQ1fDpHa4,shut,9
5115,1REVvAphiSTJyKQ1fDpHa4,hear,9
5116,1REVvAphiSTJyKQ1fDpHa4,bless,7
5117,1REVvAphiSTJyKQ1fDpHa4,coffin,4
5118,1REVvAphiSTJyKQ1fDpHa4,breed,4
5119,1REVvAphiSTJyKQ1fDpHa4,drug,4
5120,1REVvAphiSTJyKQ1fDpHa4,life,4
5121,1REVvAphiSTJyKQ1fDpHa4,seven,4
5122,1REVvAphiSTJyKQ1fDpHa4,walkin,4
5123,1REVvAphiSTJyKQ1fDpHa4,source,4
5124,1REVvAphiSTJyKQ1fDpHa4,plug,4
5125,1REVvAphiSTJyKQ1fDpHa4,talkin,4
5126,0LnS7aOdOdI1dNKZqdOLz4,rain,8
5127,0LnS7aOdOdI1dNKZqdOLz4,fuck,5
5128,0LnS7aOdOdI1dNKZqdOLz4,extra,4
5129,0LnS7aOdOdI1dNKZqdOLz4,lipa,3
5130,0LnS7aOdOdI1dNKZqdOLz4,feature,3
5131,0LnS7aOdOdI1dNKZqdOLz4,check,3
5132,0LnS7aOdOdI1dNKZqdOLz4,web,3
5133,0LnS7aOdOdI1dNKZqdOLz4,chewin,3
5134,0LnS7aOdOdI1dNKZqdOLz4,somethin,3
5135,0LnS7aOdOdI1dNKZqdOLz4,lift,3
5136,0LnS7aOdOdI1dNKZqdOLz4,hear,3
5137,0LnS7aOdOdI1dNKZqdOLz4,tryna,3
5138,0LnS7aOdOdI1dNKZqdOLz4,arena,2
5139,0LnS7aOdOdI1dNKZqdOLz4,catch,2
5140,0LnS7aOdOdI1dNKZqdOLz4,blush,2
5141,1ei3hzQmrgealgRKFxIcWn,hold,13
5142,1ei3hzQmrgealgRKFxIcWn,star,3
5143,1ei3hzQmrgealgRKFxIcWn,mean,3
5144,1ei3hzQmrgealgRKFxIcWn,piece,3
5145,1ei3hzQmrgealgRKFxIcWn,rest,3
5146,1ei3hzQmrgealgRKFxIcWn,leave,3
5147,1ei3hzQmrgealgRKFxIcWn,heart,3
5148,1ei3hzQmrgealgRKFxIcWn,reason,3
5149,1ei3hzQmrgealgRKFxIcWn,different,3
5150,1ei3hzQmrgealgRKFxIcWn,hard,3
5151,1ei3hzQmrgealgRKFxIcWn,hurt,3
5152,1ei3hzQmrgealgRKFxIcWn,ember,3
5153,1ei3hzQmrgealgRKFxIcWn,feel,3
5154,1ei3hzQmrgealgRKFxIcWn,foot,3
5155,1ei3hzQmrgealgRKFxIcWn,forever,3
5156,1r8ZCjfrQxoy2wVaBUbpwg,comin,7
5157,1r8ZCjfrQxoy2wVaBUbpwg,away,6
5158,1r8ZCjfrQxoy2wVaBUbpwg,mile,6
5159,1r8ZCjfrQxoy2wVaBUbpwg,tonight,5
5160,1r8ZCjfrQxoy2wVaBUbpwg,make,4
5161,1r8ZCjfrQxoy2wVaBUbpwg,want,3
5162,1r8ZCjfrQxoy2wVaBUbpwg,wrong,3
5163,1r8ZCjfrQxoy2wVaBUbpwg,leave,3
5164,1r8ZCjfrQxoy2wVaBUbpwg,stay,3
5165,1r8ZCjfrQxoy2wVaBUbpwg,change,3
5166,1r8ZCjfrQxoy2wVaBUbpwg,wish,3
5167,1r8ZCjfrQxoy2wVaBUbpwg,fuck,2
5168,1r8ZCjfrQxoy2wVaBUbpwg,give,2
5169,1r8ZCjfrQxoy2wVaBUbpwg,gon,2
5170,1r8ZCjfrQxoy2wVaBUbpwg,mistake,2
5171,3yjwQ2lcUGkFBJiMZxrLTw,auntie,7
5172,3yjwQ2lcUGkFBJiMZxrLTw,faggot,6
5173,3yjwQ2lcUGkFBJiMZxrLTw,play,5
5174,3yjwQ2lcUGkFBJiMZxrLTw,heart,4
5175,3yjwQ2lcUGkFBJiMZxrLTw,world,4
5176,3yjwQ2lcUGkFBJiMZxrLTw,talk,4
5177,3yjwQ2lcUGkFBJiMZxrLTw,love,4
5178,3yjwQ2lcUGkFBJiMZxrLTw,make,4
5179,3yjwQ2lcUGkFBJiMZxrLTw,big,3
5180,3yjwQ2lcUGkFBJiMZxrLTw,live,3
5181,3yjwQ2lcUGkFBJiMZxrLTw,time,3
5182,3yjwQ2lcUGkFBJiMZxrLTw,cousin,3
5183,3yjwQ2lcUGkFBJiMZxrLTw,change,3
5184,3yjwQ2lcUGkFBJiMZxrLTw,bring,3
5185,3yjwQ2lcUGkFBJiMZxrLTw,word,3
5186,1qMMYpVatbRITKCfq1gasi,bitch,8
5187,1qMMYpVatbRITKCfq1gasi,make,7
5188,1qMMYpVatbRITKCfq1gasi,flight,6
5189,1qMMYpVatbRITKCfq1gasi,sky,6
5190,1qMMYpVatbRITKCfq1gasi,nigga,6
5191,1qMMYpVatbRITKCfq1gasi,championship,6
5192,1qMMYpVatbRITKCfq1gasi,outta,4
5193,1qMMYpVatbRITKCfq1gasi,niggas,4
5194,1qMMYpVatbRITKCfq1gasi,accessory,3
5195,1qMMYpVatbRITKCfq1gasi,hood,3
5196,1qMMYpVatbRITKCfq1gasi,drinkin,3
5197,1qMMYpVatbRITKCfq1gasi,mud,3
5198,1qMMYpVatbRITKCfq1gasi,sewer,3
5199,1qMMYpVatbRITKCfq1gasi,chrome,3
5200,1qMMYpVatbRITKCfq1gasi,bitin,3
5201,5xoYormSTltk6F9SlQV6mm,choose,23
5202,5xoYormSTltk6F9SlQV6mm,sorry,5
5203,5xoYormSTltk6F9SlQV6mm,point,4
5204,5xoYormSTltk6F9SlQV6mm,mirror,3
5205,5xoYormSTltk6F9SlQV6mm,low,2
5206,5xoYormSTltk6F9SlQV6mm,baby,2
5207,5xoYormSTltk6F9SlQV6mm,grow,2
5208,5xoYormSTltk6F9SlQV6mm,tell,2
5209,5xoYormSTltk6F9SlQV6mm,world,2
5210,5xoYormSTltk6F9SlQV6mm,time,2
5211,5xoYormSTltk6F9SlQV6mm,reflection,1
5212,5xoYormSTltk6F9SlQV6mm,post,1
5213,5xoYormSTltk6F9SlQV6mm,name,1
5214,5xoYormSTltk6F9SlQV6mm,call,1
5215,5xoYormSTltk6F9SlQV6mm,believe,1
5216,5xX2LYdXyx0Boa61rZOjq5,girl,15
5217,5xX2LYdXyx0Boa61rZOjq5,beautiful,14
5218,5xX2LYdXyx0Boa61rZOjq5,suicidal,5
5219,5xX2LYdXyx0Boa61rZOjq5,dream,4
5220,5xX2LYdXyx0Boa61rZOjq5,person,4
5221,5xX2LYdXyx0Boa61rZOjq5,work,3
5222,5xX2LYdXyx0Boa61rZOjq5,safe,2
5223,5xX2LYdXyx0Boa61rZOjq5,halt,2
5224,5xX2LYdXyx0Boa61rZOjq5,black,2
5225,5xX2LYdXyx0Boa61rZOjq5,kiss,2
5226,5xX2LYdXyx0Boa61rZOjq5,drunk,2
5227,5xX2LYdXyx0Boa61rZOjq5,blick,2
5228,5xX2LYdXyx0Boa61rZOjq5,damn,2
5229,5xX2LYdXyx0Boa61rZOjq5,run,1
5230,5xX2LYdXyx0Boa61rZOjq5,define,1
5231,7lvDsmTRXFE3dK4OjvRiWB,yaaaran,2
5232,7lvDsmTRXFE3dK4OjvRiWB,choori,1
5233,7lvDsmTRXFE3dK4OjvRiWB,raawaan,1
5234,7lvDsmTRXFE3dK4OjvRiWB,ahhhhaaaaaaa,1
5235,7lvDsmTRXFE3dK4OjvRiWB,dildaaran,1
5236,7lvDsmTRXFE3dK4OjvRiWB,silsilay,1
5237,7lvDsmTRXFE3dK4OjvRiWB,embed,1
5238,2tGe0wH3Vrs5Npr8AcrYTl,light,3
5239,2tGe0wH3Vrs5Npr8AcrYTl,word,2
5240,2tGe0wH3Vrs5Npr8AcrYTl,eye,2
5241,2tGe0wH3Vrs5Npr8AcrYTl,away,2
5242,2tGe0wH3Vrs5Npr8AcrYTl,leave,2
5243,2tGe0wH3Vrs5Npr8AcrYTl,dancing,2
5244,2tGe0wH3Vrs5Npr8AcrYTl,floor,2
5245,2tGe0wH3Vrs5Npr8AcrYTl,find,2
5246,2tGe0wH3Vrs5Npr8AcrYTl,describe,2
5247,2tGe0wH3Vrs5Npr8AcrYTl,baby,2
5248,2tGe0wH3Vrs5Npr8AcrYTl,dance,2
5249,2tGe0wH3Vrs5Npr8AcrYTl,beautiful,1
5250,2tGe0wH3Vrs5Npr8AcrYTl,forget,1
5251,2tGe0wH3Vrs5Npr8AcrYTl,art,1
5252,2tGe0wH3Vrs5Npr8AcrYTl,work,1
5253,0T71AvVXY4RB65tvdIyzdO,voy,5
5254,0T71AvVXY4RB65tvdIyzdO,make,5
5255,0T71AvVXY4RB65tvdIyzdO,existe,4
5256,0T71AvVXY4RB65tvdIyzdO,solo,4
5257,0T71AvVXY4RB65tvdIyzdO,drive,4
5258,0T71AvVXY4RB65tvdIyzdO,shake,4
5259,0T71AvVXY4RB65tvdIyzdO,video,4
5260,0T71AvVXY4RB65tvdIyzdO,ready,4
5261,0T71AvVXY4RB65tvdIyzdO,hypnotic,4
5262,0T71AvVXY4RB65tvdIyzdO,dembow,3
5263,0T71AvVXY4RB65tvdIyzdO,romper,3
5264,0T71AvVXY4RB65tvdIyzdO,corazone,3
5265,0T71AvVXY4RB65tvdIyzdO,imitacione,3
5266,0T71AvVXY4RB65tvdIyzdO,creen,3
5267,0T71AvVXY4RB65tvdIyzdO,pue,3
5268,296nXCOv97WJNRWzIBQnoj,lookin,12
5269,296nXCOv97WJNRWzIBQnoj,away,12
5270,296nXCOv97WJNRWzIBQnoj,fearless,8
5271,296nXCOv97WJNRWzIBQnoj,bam,6
5272,296nXCOv97WJNRWzIBQnoj,mm,3
5273,296nXCOv97WJNRWzIBQnoj,answer,1
5274,296nXCOv97WJNRWzIBQnoj,wave,1
5275,296nXCOv97WJNRWzIBQnoj,passion,1
5276,296nXCOv97WJNRWzIBQnoj,trouble,1
5277,296nXCOv97WJNRWzIBQnoj,bitch,1
5278,296nXCOv97WJNRWzIBQnoj,crazy,1
5279,296nXCOv97WJNRWzIBQnoj,forever,1
5280,296nXCOv97WJNRWzIBQnoj,win,1
5281,296nXCOv97WJNRWzIBQnoj,bring,1
5282,296nXCOv97WJNRWzIBQnoj,arless,1
5283,38LgZDMTGl4l3xFmiXlgZx,make,8
5284,38LgZDMTGl4l3xFmiXlgZx,love,6
5285,38LgZDMTGl4l3xFmiXlgZx,hate,5
5286,38LgZDMTGl4l3xFmiXlgZx,trust,3
5287,38LgZDMTGl4l3xFmiXlgZx,date,3
5288,38LgZDMTGl4l3xFmiXlgZx,fact,3
5289,38LgZDMTGl4l3xFmiXlgZx,year,3
5290,38LgZDMTGl4l3xFmiXlgZx,issue,3
5291,38LgZDMTGl4l3xFmiXlgZx,mommy,3
5292,38LgZDMTGl4l3xFmiXlgZx,toxic,3
5293,38LgZDMTGl4l3xFmiXlgZx,fake,3
5294,38LgZDMTGl4l3xFmiXlgZx,second,3
5295,38LgZDMTGl4l3xFmiXlgZx,naked,3
5296,38LgZDMTGl4l3xFmiXlgZx,game,3
5297,38LgZDMTGl4l3xFmiXlgZx,talk,3
5298,3nhGk6VnrDHy67pXvMhdPa,space,12
5299,3nhGk6VnrDHy67pXvMhdPa,universe,5
5300,3nhGk6VnrDHy67pXvMhdPa,search,5
5301,3nhGk6VnrDHy67pXvMhdPa,black,4
5302,3nhGk6VnrDHy67pXvMhdPa,hole,4
5303,3nhGk6VnrDHy67pXvMhdPa,human,3
5304,3nhGk6VnrDHy67pXvMhdPa,world,2
5305,3nhGk6VnrDHy67pXvMhdPa,float,2
5306,3nhGk6VnrDHy67pXvMhdPa,home,1
5307,3nhGk6VnrDHy67pXvMhdPa,gravity,1
5308,3nhGk6VnrDHy67pXvMhdPa,mind,1
5309,3nhGk6VnrDHy67pXvMhdPa,pull,1
5310,3nhGk6VnrDHy67pXvMhdPa,long,1
5311,3nhGk6VnrDHy67pXvMhdPa,leave,1
5312,3nhGk6VnrDHy67pXvMhdPa,bout,1
5313,2gzhQaCTeNgxpeB2TPllyY,heart,6
5314,2gzhQaCTeNgxpeB2TPllyY,love,6
5315,2gzhQaCTeNgxpeB2TPllyY,stay,4
5316,2gzhQaCTeNgxpeB2TPllyY,forever,3
5317,2gzhQaCTeNgxpeB2TPllyY,dear,2
5318,2gzhQaCTeNgxpeB2TPllyY,beat,2
5319,2gzhQaCTeNgxpeB2TPllyY,leave,2
5320,2gzhQaCTeNgxpeB2TPllyY,promise,2
5321,2gzhQaCTeNgxpeB2TPllyY,breathe,1
5322,2gzhQaCTeNgxpeB2TPllyY,deeply,1
5323,2gzhQaCTeNgxpeB2TPllyY,live,1
5324,2gzhQaCTeNgxpeB2TPllyY,star,1
5325,2gzhQaCTeNgxpeB2TPllyY,walk,1
5326,2gzhQaCTeNgxpeB2TPllyY,glow,1
5327,2gzhQaCTeNgxpeB2TPllyY,bright,1
5328,6Qyc6fS4DsZjB2mRW9DsQs,understand,4
5329,6Qyc6fS4DsZjB2mRW9DsQs,world,4
5330,6Qyc6fS4DsZjB2mRW9DsQs,make,4
5331,6Qyc6fS4DsZjB2mRW9DsQs,broken,4
5332,6Qyc6fS4DsZjB2mRW9DsQs,feel,2
5333,6Qyc6fS4DsZjB2mRW9DsQs,moment,2
5334,6Qyc6fS4DsZjB2mRW9DsQs,fight,1
5335,6Qyc6fS4DsZjB2mRW9DsQs,alive,1
5336,6Qyc6fS4DsZjB2mRW9DsQs,bleed,1
5337,6Qyc6fS4DsZjB2mRW9DsQs,movie,1
5338,6Qyc6fS4DsZjB2mRW9DsQs,lie,1
5339,6Qyc6fS4DsZjB2mRW9DsQs,truth,1
5340,6Qyc6fS4DsZjB2mRW9DsQs,come,1
5341,6Qyc6fS4DsZjB2mRW9DsQs,tear,1
5342,6Qyc6fS4DsZjB2mRW9DsQs,give,1
5343,5qbhVL3vB7HwWvb0042B7y,make,12
5344,5qbhVL3vB7HwWvb0042B7y,feel,7
5345,5qbhVL3vB7HwWvb0042B7y,culture,6
5346,5qbhVL3vB7HwWvb0042B7y,hood,5
5347,5qbhVL3vB7HwWvb0042B7y,pain,4
5348,5qbhVL3vB7HwWvb0042B7y,life,4
5349,5qbhVL3vB7HwWvb0042B7y,fuck,3
5350,5qbhVL3vB7HwWvb0042B7y,change,3
5351,5qbhVL3vB7HwWvb0042B7y,work,3
5352,5qbhVL3vB7HwWvb0042B7y,full,2
5353,5qbhVL3vB7HwWvb0042B7y,friend,2
5354,5qbhVL3vB7HwWvb0042B7y,brain,2
5355,5qbhVL3vB7HwWvb0042B7y,outta,2
5356,5qbhVL3vB7HwWvb0042B7y,protection,2
5357,5qbhVL3vB7HwWvb0042B7y,love,2
5358,75UMtPC77vqKRwfSuYuNPO,libre,4
5359,75UMtPC77vqKRwfSuYuNPO,ticket,1
5360,75UMtPC77vqKRwfSuYuNPO,low,1
5361,75UMtPC77vqKRwfSuYuNPO,desnudar,1
5362,75UMtPC77vqKRwfSuYuNPO,nembe,1
5363,0j3mqDTK4Z6lvrLzFCUUz6,boy,7
5364,0j3mqDTK4Z6lvrLzFCUUz6,secret,3
5365,0j3mqDTK4Z6lvrLzFCUUz6,turn,3
5366,0j3mqDTK4Z6lvrLzFCUUz6,uncovered,3
5367,0j3mqDTK4Z6lvrLzFCUUz6,make,3
5368,0j3mqDTK4Z6lvrLzFCUUz6,fall,3
5369,0j3mqDTK4Z6lvrLzFCUUz6,skyline,3
5370,0j3mqDTK4Z6lvrLzFCUUz6,adore,3
5371,0j3mqDTK4Z6lvrLzFCUUz6,day,2
5372,0j3mqDTK4Z6lvrLzFCUUz6,dice,1
5373,0j3mqDTK4Z6lvrLzFCUUz6,roll,1
5374,0j3mqDTK4Z6lvrLzFCUUz6,thigh,1
5375,0j3mqDTK4Z6lvrLzFCUUz6,hole,1
5376,0j3mqDTK4Z6lvrLzFCUUz6,casino,1
5377,0j3mqDTK4Z6lvrLzFCUUz6,stop,1
5378,6Z165JvPnS8PYvGW8oLGLc,guess,6
5379,6Z165JvPnS8PYvGW8oLGLc,make,4
5380,6Z165JvPnS8PYvGW8oLGLc,hurt,3
5381,6Z165JvPnS8PYvGW8oLGLc,hard,3
5382,6Z165JvPnS8PYvGW8oLGLc,head,2
5383,6Z165JvPnS8PYvGW8oLGLc,fight,2
5384,6Z165JvPnS8PYvGW8oLGLc,learn,2
5385,6Z165JvPnS8PYvGW8oLGLc,wrong,2
5386,6Z165JvPnS8PYvGW8oLGLc,fall,2
5387,6Z165JvPnS8PYvGW8oLGLc,young,2
5388,6Z165JvPnS8PYvGW8oLGLc,version,2
5389,6Z165JvPnS8PYvGW8oLGLc,start,2
5390,6Z165JvPnS8PYvGW8oLGLc,eventually,2
5391,6Z165JvPnS8PYvGW8oLGLc,appreciate,2
5392,6Z165JvPnS8PYvGW8oLGLc,communicate,2
5393,6uvh0In7u1Xn4HgxOfAn8O,show,6
5394,6uvh0In7u1Xn4HgxOfAn8O,sorry,5
5395,6uvh0In7u1Xn4HgxOfAn8O,family,4
5396,6uvh0In7u1Xn4HgxOfAn8O,full,4
5397,6uvh0In7u1Xn4HgxOfAn8O,throw,4
5398,6uvh0In7u1Xn4HgxOfAn8O,party,4
5399,6uvh0In7u1Xn4HgxOfAn8O,doin,2
5400,6uvh0In7u1Xn4HgxOfAn8O,mind,2
5401,6uvh0In7u1Xn4HgxOfAn8O,time,2
5402,6uvh0In7u1Xn4HgxOfAn8O,deal,2
5403,6uvh0In7u1Xn4HgxOfAn8O,big,2
5404,6uvh0In7u1Xn4HgxOfAn8O,invite,2
5405,6uvh0In7u1Xn4HgxOfAn8O,start,2
5406,6uvh0In7u1Xn4HgxOfAn8O,long,2
5407,6uvh0In7u1Xn4HgxOfAn8O,season,1
5408,51Zw1cKDgkad0CXv23HCMU,daylight,14
5409,51Zw1cKDgkad0CXv23HCMU,time,4
5410,51Zw1cKDgkad0CXv23HCMU,curse,4
5411,51Zw1cKDgkad0CXv23HCMU,fly,3
5412,51Zw1cKDgkad0CXv23HCMU,go,3
5413,51Zw1cKDgkad0CXv23HCMU,call,3
5414,51Zw1cKDgkad0CXv23HCMU,stick,3
5415,51Zw1cKDgkad0CXv23HCMU,honey,3
5416,51Zw1cKDgkad0CXv23HCMU,dip,3
5417,51Zw1cKDgkad0CXv23HCMU,spoon,3
5418,51Zw1cKDgkad0CXv23HCMU,sleep,3
5419,51Zw1cKDgkad0CXv23HCMU,life,2
5420,51Zw1cKDgkad0CXv23HCMU,speed,1
5421,51Zw1cKDgkad0CXv23HCMU,ther,1
5422,51Zw1cKDgkad0CXv23HCMU,antidote,1
5423,1IthE5GNiRzFN5CVaCa445,bear,8
5424,1IthE5GNiRzFN5CVaCa445,singer,8
5425,1IthE5GNiRzFN5CVaCa445,swear,4
5426,1IthE5GNiRzFN5CVaCa445,read,2
5427,1IthE5GNiRzFN5CVaCa445,whoa,2
5428,1IthE5GNiRzFN5CVaCa445,mind,2
5429,1IthE5GNiRzFN5CVaCa445,hairstyle,1
5430,1IthE5GNiRzFN5CVaCa445,hate,1
5431,1IthE5GNiRzFN5CVaCa445,hater,1
5432,1IthE5GNiRzFN5CVaCa445,real,1
5433,1IthE5GNiRzFN5CVaCa445,feel,1
5434,1IthE5GNiRzFN5CVaCa445,tv,1
5435,1IthE5GNiRzFN5CVaCa445,dunno,1
5436,1IthE5GNiRzFN5CVaCa445,rapperman,1
5437,1IthE5GNiRzFN5CVaCa445,shit,1
5438,06JvOZ39sK8D8SqiqfaxDU,feeling,14
5439,06JvOZ39sK8D8SqiqfaxDU,hard,13
5440,06JvOZ39sK8D8SqiqfaxDU,love,6
5441,06JvOZ39sK8D8SqiqfaxDU,arm,6
5442,06JvOZ39sK8D8SqiqfaxDU,wait,5
5443,06JvOZ39sK8D8SqiqfaxDU,complicated,4
5444,06JvOZ39sK8D8SqiqfaxDU,daddy,3
5445,06JvOZ39sK8D8SqiqfaxDU,tomorrow,2
5446,06JvOZ39sK8D8SqiqfaxDU,complicate,2
5447,06JvOZ39sK8D8SqiqfaxDU,light,2
5448,06JvOZ39sK8D8SqiqfaxDU,gekyume,2
5449,06JvOZ39sK8D8SqiqfaxDU,home,1
5450,06JvOZ39sK8D8SqiqfaxDU,yeezys,1
5451,06JvOZ39sK8D8SqiqfaxDU,leave,1
5452,06JvOZ39sK8D8SqiqfaxDU,knock,1
5453,1BkY0N8ChFk2mdLbAUu8ZK,make,14
5454,1BkY0N8ChFk2mdLbAUu8ZK,music,13
5455,1BkY0N8ChFk2mdLbAUu8ZK,give,12
5456,1BkY0N8ChFk2mdLbAUu8ZK,pass,11
5457,1BkY0N8ChFk2mdLbAUu8ZK,feel,10
5458,1BkY0N8ChFk2mdLbAUu8ZK,side,10
5459,1BkY0N8ChFk2mdLbAUu8ZK,pon,10
5460,1BkY0N8ChFk2mdLbAUu8ZK,hand,10
5461,1BkY0N8ChFk2mdLbAUu8ZK,food,9
5462,1BkY0N8ChFk2mdLbAUu8ZK,dutchie,8
5463,1BkY0N8ChFk2mdLbAUu8ZK,left,7
5464,1BkY0N8ChFk2mdLbAUu8ZK,jump,6
5465,1BkY0N8ChFk2mdLbAUu8ZK,bun,5
5466,1BkY0N8ChFk2mdLbAUu8ZK,dance,5
5467,1BkY0N8ChFk2mdLbAUu8ZK,rockin,5
5468,1mw0RgNXIpYRyyCdBQbLgA,baby,5
5469,1mw0RgNXIpYRyyCdBQbLgA,find,4
5470,1mw0RgNXIpYRyyCdBQbLgA,life,4
5471,1mw0RgNXIpYRyyCdBQbLgA,lose,3
5472,1mw0RgNXIpYRyyCdBQbLgA,time,2
5473,1mw0RgNXIpYRyyCdBQbLgA,love,2
5474,1mw0RgNXIpYRyyCdBQbLgA,fly,2
5475,1mw0RgNXIpYRyyCdBQbLgA,land,2
5476,1mw0RgNXIpYRyyCdBQbLgA,leave,2
5477,1mw0RgNXIpYRyyCdBQbLgA,away,1
5478,1mw0RgNXIpYRyyCdBQbLgA,coordinate,1
5479,1mw0RgNXIpYRyyCdBQbLgA,want,1
