spotify_id,name,popularity,streams,release_date,key,mode,duration_ms
0vG5XcuU9FhunqzV3YA1BF,DARARİ,17,182978249,2023-08-18,G,Major,154286.0
0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],88,,2022-12-02,F,Minor,182667.0
0wGbyS1tExQSwOYu6UceyE,SHADOW,78,,2022-07-29,G,Major,162042.0
0wHL0us03JZjzExvWffqE1,Seasons Change (Live) [feat. Michael Ketterer],45,53909146,2015-08-14,D,Major,337000.0
0wXThIDxO3YRJCpPgnmbkw,Where It Ends,77,,2023-05-12,A,Major,179294.0
0wavGRldH0AWyu2zvTz8zb,Sweet Nothing,76,,2022-10-21,C,Major,188497.0
0wihfILRNOwE2156Shezc8,Agosto,76,246127838,2022-05-06,,,
0wmWV55uoyqhdQUE4klrHj,"Shakira: Bzrp Music Sessions, Vol. 53 (Shakira Pique Song)",0,721975598,2023-02-17,D,Minor,96940.0
0wnZP5KJSJ8xmTJmmjOqwr,Barbie,69,,2023-10-02,C,Major,128000.0
0wxsMYEAB6sP0D4qLIEJdC,I'm Gonna Get Me an Elk,0,1062956628,2019-11-25,F#,Minor,256793.0
0xGZjxYqcNQ8WqxyeZ4eSN,RUBICON,85,,2023-06-29,F,Major,238447.0
0xMwZLKcL91gNZD8xdUz4b,Hate you,43,265548837,2020-12-10,,,
0xaFw2zDYf1rIJWl2dXiSF,Open Arms (feat. Travis Scott),80,155653938,2022-12-09,A,Major,239613.0
0xvaM53zDst3zcIpcNc37M,PARA SIEMPRE,67,,2023-08-31,G#,Major,208587.0
0xxJFCgRXDbRJeUlwb4m00,Ojos Marrones,65,263280370,2022-09-14,,,
0xxZY5C9xxij3D1HkzbnfC,Monster Mash,73,,1962,B,Minor,192040.0
0y8Pu7x5jXgUjOIJvQIF5L,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",73,32761689,2023-06-02,F,Major,195387.0
0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,77,,2023-01-06,C,Major,129362.0
0z4ELZPEv1p8BMOFa8Tory,Metamorphosis - Love Songs,0,357580552,2013-06-01,G,Major,63587.0
0zZo6x8BnHLcmJLbriV6tC,Gangsta's Paradise / Lose Yourself / Let Me Blow Ya Mind / Candy Shop / The Real Slim Shady / The Next Episode / Without Me / Thong Song / Let's Get It Started,29,,2018-05-01,B,Minor,211482.0
0zbGWzQkLY5wn4xyiLYEi0,Glizock & Wizop (feat. Key Glock),73,,2023-10-13,D,Major,192508.0
0zcvETeNHWNO050bqZAjOs,COWBELL GOTH,71,,2022-12-23,F,Major,141040.0
0zhymr6RqNuvp0RMIvdpdA,Mood Malandro,86,,2023-08-24,G,Major,191559.0
0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor’s Version) (From The Vault),75,,2023-07-07,D,Major,252386.0
103u49mLoJUge83B1CnLxI,TRUCK BED,80,,2023-01-20,C,Major,167535.0
10kDUCSM3OZ99MfMcRboZB,Rain In The Rearview,56,,2023-09-29,F#,Major,181533.0
1155sK5VOJc7DC23kdiJjU,Agbaye,66,,2023-09-19,B,Major,188000.0
11B7WTuoInwUvuP1BnnGWW,bigger thën everything,75,,2023-08-10,A#,Minor,218264.0
11BKm0j4eYoCPPpCONAVwA,Bloody Mary,74,,2011-01-01,A,Minor,244760.0
11dNsYAa34w1BnrofknOrB,Murder On My Mind,0,448843705,2012-01-01,E,Major,176916.0
11ozTm1ilFrLxwtdWt1iK0,Eulogy For Nobody,61,,2023-07-21,C,Major,136250.0
127UT7AiWflJwjXWUBBVTQ,O Me Voy O Te Vas,86,,2023-10-11,G#,Major,242133.0
12BAxMbHzksw2xiq05gKtT,Sweet Relief,71,,2023-09-15,G,Minor,161853.0
12FbZlYxIUv2rhB0oCQEhQ,Sequência da Dz7,82,,2023-05-08,F#,Major,119185.0
12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,81,,2019-08-23,C,Major,287267.0
12qK71JxLUYTgak89YnDQ0,Next Lifetime,17,62019074,2019-08-02,C#,Minor,204931.0
12qLkwjMVp1eTvHfjl2M5g,Anybody But You,59,,2023-04-21,C#,Minor,185939.0
12zNpaOErw711fPuNlerPR,Tonight We're Dancing,35,244658767,2021-08-06,E,Major,190227.0
132Yd321hAG0oOz3lbiqig,Lick Or Sum,63,,2023-05-23,C#,Minor,141604.0
13ks10TjWmDaVL4iO8R5dV,Push (feat. Omah Lay),60,,2023-10-20,A,Minor,178983.0
148BNu9aa7jEBxleXejaWy,Mi novio volvió - Children's songs,0,673801126,2009-06-01,A,Major,149200.0
14GwnOeC9qYEKEA6uOZepa,One Of Them Girls,71,,2020-04-10,E,Major,188893.0
14Tco8rexorbaMzkTVfKOr,The Duck Song - Party Dance Mix,25,614555082,2013-02-06,A,Major,252735.0
15SPWU4M4H0yhK5Nto68Kb,Straight Ahead,68,,2023-08-04,A,Major,176698.0
15U5RHzuLMPNFThQqfKL0U,COLMILLO,75,,2023-06-29,C#,Minor,265999.0
15qGUR34pO1jY1jkKtRtk3,Dakiti,34,1763363713,2021-02-05,D,Minor,126067.0
15sNe8FD178zMsVz6ug0AS,Gun,73,,2023-09-22,A#,Minor,176840.0
15uaYnJA9qW0Furn9FHPXm,The Christmas Song (Merry Christmas To You) - Remastered 1999,1,389771964,2023-10-16,F#,Major,192160.0
166lmjn9xjWj1AEdGX8PYh,FAN,71,,2023-09-15,F,Minor,156307.0
16cd0dVZmpvMPfC63kWTSl,Columbia Hotel Song,21,58149378,2016-05-25,D,Major,230067.0
16gW9O8A4rIMx5OOVlzsSn,Dear August,69,,2021-02-12,C,Major,200940.0
1797zYiX4cKosMH836X9Gt,La Corriente,80,479655659,2022-05-06,B,Minor,198367.0
17OXiPf9kvPkpBeaOVzwLl,La Obra de Dios,27,685032533,2020-04-08,A,Minor,255555.0
17WbJSBfKpCkt5U12QtOfY,Subway Song - 2005 Remaster,30,624515457,1979-05-11,C#,Major,118360.0
17le5wxEP70GJHQbMWb814,I Will Bless the Lord (African Clap Song) (Lead By Makeba Jones),6,165484133,2008-10-28,C,Major,314293.0
180AbZduI6bYQIzwCHRwu9,A Night To Remember,81,,2023-10-20,D,Minor,233388.0
187zHzb6JDM4YDSFNGkQ9u,LANCEY OR LANCEY,72,,2022-10-28,C#,Major,187894.0
18HOjcvTVV7W8YzBuOsAPS,Un Verano Sin Ti,77,283332261,2022-05-06,,,
18J4D1geDhXlkZrRdJwL3L,"Lullaby -Traditional Song from Yaeyama Islands ""Lullaby of Yonaguni and Sonai""-",0,1260594497,2023-07-01,F,Major,239331.0
190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,81,,2012-06-15,C,Major,227987.0
19kHhX6f6EfLU7rcO3RqjO,Back On 74,83,,2023-08-11,A#,Minor,209483.0
19uAktJXiKyrjSAbhTUGI7,The BFF Song (Best Friends Forever),41,101114984,2015-05-26,F,Minor,133200.0
1A7qPfbcyRVEdcZiwTFhZI,Memory Reboot,83,,2023-01-13,G#,Major,209416.0
1AG64y2bBHXQZQVaw0NJKD,Magic Wand,0,461437791,2015-10-27,C,Major,284908.0
1AKQf3zYL3ZhiSMXQGevmR,She's Got Her Own Man Now,27,303236322,2010-06-22,B,Major,200720.0
1AMADyXgIWayh5vXLZo2qF,Covet,78,,2012-10-23,E,Major,227340.0
1AT77D4ty8EuN975PoKOZE,positions - Acoustic Covers Versions of Popular Songs,14,1252563873,2021-11-19,F#,Minor,191498.0
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,82,,2002-11-04,E,Minor,267267.0
1AZbs0L3SkXe625DKp37KQ,Julietota,83,,2023-08-25,F,Minor,212151.0
1AZjCZSGEjlxUufFQwSszF,Wild Flower (with youjeen),80,135611421,2022-12-02,G#,Major,273500.0
1AhUCEqMtDdSIP1IQGO35z,Why'd You Only Call Me When You're High?,46,1267333350,2021-05-21,F#,Minor,91500.0
1BAU6v0fuAV914qMUEESR1,Born With A Beer In My Hand,69,34450974,2023-03-03,C,Major,188524.0
1Bf9YFRxa42IbjJ2K1hgEb,Think...,0,77337771,2021-06-04,A#,Major,83149.0
1BmI4EYdfzbg8DlV6pHYrY,Peaches & Eggplants (feat. Latto & Sexyy Red),73,,2023-09-08,E,Minor,217213.0
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,99,,2019-08-23,A,Major,178427.0
1ChulFMnwxoD74Me8eX2TU,You Spin Me Round (Like a Record),76,,1983,F#,Minor,195147.0
1D02SyPsTFZlng7lanBsd8,A Suite Of Spanish And Latin American Folk Songs - Punto Cubano,0,381161027,1996-06-01,A,Major,48253.0
1DnB0QeckxkoBmY3Eh9iUt,Under the Ocean Song,17,403231558,2022-09-16,,,
1DxEbt6OSbrkRthk6pjZue,MERCHO,81,231332117,2022-12-16,F#,Minor,161452.0
1EuTbsgvXSfwiCeM8kuHbA,Song on the Beach/Photograph,51,2236667932,2020-12-14,F,Major,202106.0
1F9erK4fhwVE50d18XfD2i,Soldiers Song (Irish National Anthem),36,1284942608,2011-01-01,,,
1FKxKGONukVFXWVJxAKmlz,Sweet Dreams,66,,2008-11-14,C#,Major,208067.0
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,82,143139338,1997-02-10,G#,Major,121160.0
1Fav4xZn60uGM3XmiHJmvT,One Of Your Girls,79,,2023-10-13,B,Minor,181482.0
1FeWvdrbzrEKQcEWgR3elm,Sing,28,203436468,2006-03-29,,,
1Fj0T1XKuhRu7EZzJ7NJIK,Delicate - Recorded at The Tracking Room Nashville,65,,2018-04-13,C,Major,228461.0
1G0wK7X9GhKZEQw491GYgH,My Man Freestyle,58,,2023-10-15,D,Major,228000.0
1GtIK8iINes4gNt06F60NU,Vete,83,,2022-09-30,F,Major,185240.0
1HCdems7PQZRj42QDWLA0A,Timeless (Taylor’s Version) (From The Vault),76,,2023-07-07,D#,Major,321397.0
1Hohk6AufHZOrrhMXZppax,ALIEN SUPERSTAR,77,171788484,2022-07-29,,,
1Hs1uUl8o2VtDp1DABFq0O,Los del Espacio,86,123122413,2023-06-01,C,Major,338000.0
1I4dwH7C0jBAEtz5DjlJgQ,Come Back Home,70,97610446,2022-07-29,,,
1IFRVS4t1olI0XG9RBWdKH,The Girl,55,160035717,2008-11-25,,,
1IPHnu3hVkawJMzkP97tcm,Sleepwalker,79,,2023-06-30,D#,Minor,212000.0
1IzJxbARcQrOWMZgPw1PNj,Go Hard,73,,2023-05-03,F#,Minor,217610.0
1Jaah2tmN9Hv81A87KZ1MU,Torn,79,,1997-11-10,F,Major,244667.0
1JgknGBbrfmEHeOZH051SS,ecstacy (slowed),88,,2023-06-06,D,Major,119120.0
1JvtYdMNXj9uu0UGVjFf3t,Adjusting Expectations,14,656013912,2021-11-12,C#,Major,202933.0
1JxrRikYoQjq2hlogQFyv5,Vai Luan - AgroPlay Verão,68,263894529,2023-06-23,D,Major,134634.0
1KUZ33cOqk3X4Ezk0aZnVp,Peaches & Eggplants (feat. 21 Savage),77,1445941661,2023-02-27,E,Minor,203813.0
1KaRuTOGchQyTnrY3vWzfR,Aston Martin Truck,61,,2022-10-21,F,Minor,180240.0
1LFXWfARjkBkc9Abofmgp8,FERXXO 151,78,,2023-08-25,C,Major,195653.0
1Le6O6aIBN69wCWL1psmLR,I'm Yours,40,2086124197,2015-04-21,C#,Major,469631.0
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,88,,2023-03-24,G#,Major,265493.0
1LzNfuep1bnAUR9skqdHCK,Fade Into You,84,,1993-10-05,A,Major,295600.0
1MCUz8U559nGEN377EHHaY,Young Love & Saturday Nights,60,,2023-07-21,A,Major,195358.0
1MgV7FIyNxIG7WzMRJV5HC,my tears ricochet,82,,2020-07-24,C,Major,255894.0
1N3dZ7TTWO6VcD4Y3hHYLZ,Try Everything,71,,2016-02-12,C#,Major,196853.0
1N8TTK1Uoy7UvQNUazfUt5,SPIT IN MY FACE!,86,,2022-12-20,G#,Major,147875.0
1NbJFhkVdD47YZ2IojKkJi,More Human Than Human,63,1271293243,1995,C#,Major,268760.0
1NhjYYcYTRywc0di98xHxf,"Here We Go… Again (feat. Tyler, the Creator)",66,88103848,2022-01-06,C#,Major,209778.0
1OFwjjfc7H54iDD9WhyGVd,Moscow Mule Cocktail Song,0,909001996,2023-06-09,G,Minor,37150.0
1OZ4uv7OAP24Ix6j3vojLt,Casei Com a Putaria,76,187701588,2022-07-01,,,
1OiiHxQFLMftJpw5C8Vrar,GREEN GOBLIN - Spotify Singles,59,,2023-10-17,C#,Major,129445.0
1Ov37jtRQ2YNAe8HzfczkL,Wildest Dreams (Taylor's Version),84,,2021-09-17,G#,Major,220433.0
1OzSfjFW08DTD51XoNnog7,"That's How You Know - From ""Enchanted""/Soundtrack Version",62,,2007-01-01,D,Major,228960.0
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,87,,2017-11-10,A,Minor,211853.0
1PdhPLXw14jDGaxOmESelp,Raindrops (Insane) [with Travis Scott],50,110649992,2022-12-05,G,Minor,188587.0
1PexKCGqX41T01rtTH08YN,La Fresa,74,,2023-10-05,F#,Major,174923.0
1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),84,,1985-09-16,A#,Minor,298933.0
1QKde7vZ5QM4dZn6TLyEmO,NASA (with ATL Jacob),52,,2023-10-17,F,Minor,147035.0
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92,,2022-12-08,G#,Major,153947.0
1QtKYyXEw9tSMIlK4RfA8B,Te Menti,73,,2023-09-14,A,Minor,187130.0
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,91,,2017-11-10,A,Minor,236413.0
1R6hyh2IcGwBLVn9KKN06U,I've Got Peace Like A River,24,111947664,1999-01-01,F,Major,107773.0
1RDxavHcARHSsw46Mz2hbJ,One Chance,75,,2023-01-13,G,Major,131368.0
1RTMnKO8H1XiZaJUmBVg4b,LA FAMA,43,374706940,2023-06-09,G#,Major,179107.0
1SV1fxF65n9NhRHp3KlBuu,Wonderful Christmastime - Edited Version / Remastered 2011,87,403939487,1980-05-16,B,Major,227653.0
1SZ7SbC8E6EjBzv8i0yGQq,"Dirty Dynamite - aus ""Sing meinen Song""",14,1692897992,2020-02-28,A,Major,203321.0
1SlPNQ3vAF56AiHr6Ul6jM,CCC - Remix,84,,2023-08-31,G,Minor,147784.0
1SucXU3xTOCyBAAqE22E8B,Merikarp,66,,2022-07-28,F,Major,154499.0
1SymEzIT3H8UZfibCs3TYi,Afterglow,82,,2019-08-23,A,Major,223293.0
1T4yGhZN62IDuJKeDNnwAO,Set Me Free - Remix,38,168448603,2021-11-13,G#,Major,285062.0
1TE8AAk9koG0UJco6ZAUfx,Rock and A Hard Place,82,,2023-05-12,C#,Major,207541.0
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,81,,2019-06-28,B,Major,197732.0
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,85,,1983-01-04,C,Minor,216933.0
1TiAmIJNwfRmneV5iyTdMG,Tell Me Tennessee,56,,2023-09-22,C,Major,210200.0
1Tt7zr1yDbKbT8L4jzSZ74,When I Am Older,67,,2019-11-15,G#,Major,111452.0
1U3RgmkF3Koyh1O3VE1YKF,Sleep Remedy,65,,2023-02-23,C,Major,160000.0
1UFCw2ZU50ZXdjHUtKg9mp,Florida Water (feat. Luh Tyler),62,,2023-02-10,C#,Major,223708.0
1UMm1Qs3u59Wvk53zBUE8r,SABOR FRESA,87,,2023-06-22,G,Minor,156501.0
1UV1ej70vDBIdPUEJ40ZG1,Song: Dola Re,47,482257456,2002-01-01,E,Minor,303387.0
1UY0MQyaZJA2DIsCfdL8xN,Mood (feat. iann dior) - Live,52,1699402402,2021-09-03,G,Minor,140885.0
1UdzJEpgJxtuXAlCOvD4S0,Fuera del mercado,81,421365166,2022-02-17,G#,Major,159849.0
1Ukxccao1BlWrPhYkcXbwZ,From The Start,83,,2023-05-11,C#,Major,169573.0
1UlwFwRrb4Kth3TwnjBAJV,Country Boy's Dream Girl,72,,2022-10-28,G#,Major,183907.0
1Uw5mQ2YncROJ7nUGaUhHZ,Everything About It Is a Love Song,20,95623148,2006-05-09,F#,Major,237147.0
1V9vDStzw6C7pXSsIrzER2,Go Get Her,62,,2023-10-20,C#,Major,195933.0
1VEPKq5jNdUyemcq29h5ki,Doin Yo Stuff,64,,2023-09-01,G,Major,156030.0
1VsHc0qIeyjYOyvN5HIEQG,Mejor Que Yo,71,50847624,2023-05-04,C#,Minor,242697.0
1WCEAGGRD066z2Q89ObXTq,Crazy What Love Can Do,78,286739476,2022-04-08,,,
1WFgLLJKxJMRHQk9qnwxaZ,Friends Like That,61,,2022-09-30,F#,Major,186293.0
1WHw9GDOt7GbcATVEtUGVj,Factory Girls,37,2713922350,2004-09-14,D,Major,231147.0
1WMBlpjhd3AUQiNfJOzfIl,Songs I Can't Listen To,58,177129919,2015-05-05,B,Minor,200627.0
1WTXbC2AepVlXpAE2N3iEt,Tough Love,0,83021468,2021-10-03,C,Major,177667.0
1WjzAxtVtKNSuCnCom0Tz0,Ready (feat. Sarkodie and Tay Iwar),14,38411956,2020-01-17,C,Minor,228000.0
1X1dy95bo2OirAmMkBIwkS,NFL,69,,2023-10-20,C,Major,185678.0
1XQl3DamoUPCIxAkQwhpU2,Chanel song,0,161460990,2022-02-08,D,Major,99469.0
1XTY6rA7XQosc0ynkkE9kN,Black Friday,82,,2023-09-22,F#,Major,221510.0
1XTqsxFnnQ3XF2QQhctwze,Benlaham,0,118381354,2021-11-14,C#,Major,387485.0
1Xx1D2WGIgNsjGsuHa981T,"The Tickle Song (Die Zauberflote, K. 620)",5,131746175,2008-08-31,,,
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,89,600976848,2022-04-22,A#,Major,176440.0
1Y5MJnYsIi3Qlifvss4jPI,Twilight,74,,2021-05-30,E,Major,116129.0
1YJMYLaQ0HvA4ciph4n1bI,Maroon and Gold (Arizona Sun Devils School Song) [School Marching Band Version],24,317726339,2014-03-24,C,Major,75964.0
1YfyfFBZ7cY7wgwtZEq3tf,Cowboys and Plowboys,63,,2023-10-13,E,Major,208064.0
1YoOb9usnbDLSAACSSCwzP,Another good year for the roses,49,,2023-10-20,A,Major,334755.0
1ZMGp9MTXbtAPvcKa0U3zS,Brividi,64,135079152,2022-02-02,G,Major,199146.0
1ZY1PqizIl78geGM4xWlEA,Gorgeous,83,,2017-11-10,G,Major,209680.0
1ZlHr9FYHT7YTbXCoxPq5C,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),78,67540165,2023-04-14,D,Major,201773.0
1a9hBnJodCsNcp0HoJAObp,Your Song - Bonus Track,68,838079900,2010-01-01,A#,Major,191827.0
1aHD6BlYi6rsJCetEWH9f4,Volando,75,610045621,2020-11-16,E,Minor,218000.0
1aUq8rjW1EwkAkMri4VfJy,LOKERA,80,471819764,2023-01-24,B,Minor,197101.0
1aZQokBzBRVdm8d24yPi8P,Spiritual,69,,2023-05-05,E,Major,198000.0
1aeXyZHCzn5stg6bIV5Km1,Sad Song,17,920797189,2007-03-05,C,Major,249307.0
1aqP9g3lLR8bpFtkCTm41N,ANUBIS,69,,2022-08-26,C#,Major,131455.0
1b6zd9iiSYGSCz5tYW14l6,Perfection,66,,2022-11-18,F#,Major,174314.0
1bDbXMyjaUIooNwFE9wn0N,Rich Flex,87,,2022-11-04,B,Minor,239360.0
1bEwAeGJvobpPDTkw1mnb3,SKYAMI (feat. Mango Foo),63,,2023-10-13,C#,Major,213253.0
1bUhj0j6akbGxinxsVe6PR,You Wish (with Missy Elliott & Kaliii) – Remix,62,,2023-09-07,F#,Major,157509.0
1bzRhnrWU1l1u4Bby9ZbfQ,Nosso Quadro,81,233801632,2023-02-02,A,Major,173698.0
1c17tV2W86awqGl0LqHA7M,The Reason,35,1210599487,2020-01-08,C#,Major,128710.0
1c99LA5Cf1agM5NMMAzVwc,SHOT O' CLOCK,57,,2023-07-27,G#,Major,150457.0
1cAupeTLZyhhtfmRc4qaYy,Love You Again,66,,2022-12-09,A#,Minor,173636.0
1cF5gDFBHOprIKwzFORNjH,Ain't Doin' Jack,66,,2023-07-14,B,Major,160680.0
1cFKKdG6gmpptMBFxasJOE,WY@,72,,2023-09-19,G,Minor,208040.0
1cGCAjJypDK1LX9nSgUcBv,skellies,34,126191104,2021-10-01,G,Minor,157040.0
1cOOhtwpwDFIjsuZkp2KYJ,THE AUTOTREM 1.0,73,,2023-06-08,C#,Major,149107.0
1cPfKp9ThNZ1fez9itmUMN,Belle,63,,2017-03-10,G,Major,333265.0
1cQnwmwwUDB1G64mIi78O0,BACK2BACK,68,,2023-07-21,D,Major,143226.0
1ciWhmHMYlFvSJvWUUq1QA,LOVEZINHO DO PAI,65,70069745,2023-03-23,F,Major,140302.0
1cmyYItXH1lujlHISUcW6e,The Sticky Song (feat. Freedom Bremner),22,191448892,2023-02-17,,,
1cwXjU49rSm0YcAtCiCEgg,Sang This Song Before,0,244891912,2023-09-21,,,
1dGr1c8CrMLDpV6mPbImSI,Lover,92,,2019-08-23,G,Major,221307.0
1dh5DUke1yHJzIF3Sa7nXC,Pretty Girls,72,,2023-08-18,A#,Major,146234.0
1dpaN50PdAeiXHYwgK9g2v,MOJABI GHOST - House Remix,39,61245289,2023-06-30,D,Major,209529.0
1eX6ZeAYZ6Qy1djwfsbiUH,Sing Alone,31,96007391,2020-11-06,,,
1exnSf5fH7OBKDvxduf0LT,Work Boots,58,,2023-09-22,D,Major,169013.0
1eyzqe2QqGZUmfcPZtrIyt,Midnight City,74,,2011,B,Minor,241440.0
1f4uVmsSBRTXkonPOYBWlv,Pile Pepasi Ge Chhaudi - Maghi Song,0,1309887447,2023-05-06,E,Minor,267612.0
1fFB8ahI0ZwU3X9mimCpjb,EN VISTO,68,,2023-06-29,E,Minor,153851.0
1fOvzFCRA3Ko0ihc2QTE29,Hold On,71,,2023-04-21,D#,Major,184107.0
1fSln3JhzB7Asdi83JTvPa,Promised,77,,2023-06-22,C,Major,153143.0
1fb6MBRagJq42pzMMFYhHf,When You Wish Upon A Star,59,,2022-09-08,C,Major,117693.0
1fdqbJTHS8cwGbHDU9YU9A,SIMPLE,70,,2023-06-13,C#,Major,101287.0
1fvC3CmNAbsx0V9ULMU8NB,Sarah's Place (feat. Noah Kahan),81,,2023-09-21,G,Major,214056.0
1fvc8FP8MUrIbHGYb4kF89,Down in New Orleans (Finale),61,,2009-11-23,C,Major,95493.0
1gViTTMR3v0COYuvIHIxVL,Remember Us,42,,2023-10-06,F#,Minor,209507.0
1gWRnZ52AK1ZUvpjjTteKf,Better Man (Taylor's Version) (From The Vault),62,,2021-11-12,E,Major,297013.0
1gcby2L7d5SvmUk4qnKNAW,Let's Get It Started,0,2303033973,2020-02-14,G,Major,217253.0
1gefTM4IHr10ZN2LBZhJFr,Turn Me On (Dr Love),41,2864791672,2019-12-09,C#,Major,211005.0
1gxAYSMc1jbibsnpT3Rflc,Hellcats SRTs 2 (with Lil Durk),66,,2023-09-15,C#,Major,165866.0
1h0MiBktrie45IljioHmg1,Amicale,65,,2023-10-06,E,Major,132000.0
1h2xVEoJORqrg71HocgqXd,Superstition - Single Version,77,,2002-10-29,G#,Major,245493.0
1hS8xbWKEifaf0VuFpIY69,Bluffin (feat. Lil Baby),63,,2023-06-16,C#,Major,148302.0
1haJsMtoBhHfvuM7XWuT3W,El Azul,88,,2023-02-10,A,Minor,187226.0
1hh4GY1zM7SUAyM3a2ziH5,All My Best Friends Are Metalheads,59,200660871,1998-01-01,E,Major,211400.0
1hkeOMjQBepbab9gFcJMbK,Eris,3,76767396,2023-07-09,C,Major,224929.0
1hpLBTYQ7JJoFiB3ibPTCI,Riptide - Acoustic Covers Versions of Popular Songs,32,2009094673,2021-10-11,D,Major,135019.0
1hwdPQtFHISvZ9SXMkNrIK,A Whole New World,68,,2004-01-01,C,Major,160800.0
1i0Ab1IqYkepjvNBLn9FZY,Obsessed: A Love Song,0,71007139,2023-05-17,B,Major,185051.0
1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,78,,1977-09-16,D,Major,261413.0
1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),87,,2023-07-28,F,Minor,353755.0
1iGKoawdOh9ZDhW6NWGBSA,Song for a Belly Dancer,0,383835984,2019-10-11,,,
1iOdhNBdePXR632DhYZVO2,Booty Drop,66,,2023-08-18,B,Minor,159560.0
1ibhFiX0lf8S9yJB6PCKh9,This Song Has A Massive Autotune Chorus,11,195628667,2011-01-01,,,
1ixbwbeBi5ufN4noUKmW5a,Paper Planes,79,,2007-08-20,D,Major,205200.0
1jHgfC8T5KxUyC5Ldw6lk9,Zona De Perigo,73,134294498,2022-12-08,F,Major,142152.0
1jtlQznvROmiq3b3gulGzE,Escándalo,79,,2023-08-25,E,Minor,166662.0
1jvqZQtbBGK5GJCGT615ao,This Is the End (For You My Friend),56,301051721,2006,C#,Major,192067.0
1kuGVB7EU95pJObxwvfwKS,vampire,94,,2023-09-08,F,Major,219724.0
1kwPxt35W7cG3rryxR48PO,Johnny Dang (with Paul Wall & DRODi),76,,2023-05-26,A#,Minor,192000.0
1lOSxJNCLvWm2bYaTcTSmK,"Mother Knows Best - From ""Tangled""/Soundtrack Version",64,,2010-01-01,F,Major,190440.0
1llzRvV9QpuNHjPu0rVQSp,There I Go (feat. J. Cole & Mike WiLL Made-It),67,,2023-08-25,F,Major,172376.0
1mFpMoeZfkIqtqW2AfQ8ba,THE GIRLS - BLACKPINK THE GAME OST,77,,2023-08-25,D,Major,162000.0
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,83,,2017-06-02,F#,Major,240760.0
1maIZ0gsjVbdANLvl4v0ao,Suspended,64,,2023-10-20,F,Minor,185371.0
1nFtiJxYdhtFfFtfXBv06s,Something In The Way,72,368646862,1991-09-26,G#,Major,232147.0
1nO6DT2QIYTxwLGrfQvIt3,club heaven,72,,2023-10-06,B,Major,131938.0
1nQaTUDJ7Rc4yOvZmg9Ozr,Mmhmm,78,,2023-10-06,A,Major,119016.0
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,79,,2020-11-06,G,Minor,227186.0
1nrXPF5szKZhHr0iANiPcS,"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",63,,2010-01-01,C#,Major,98320.0
1o82DwNisONAd2mu1RcGE6,Margaret (feat. Bleachers),78,,2023-03-24,A,Major,339891.0
1o8Z7GD1CeOaVBEyuzu4HO,On My Mama,74,,2023-06-16,E,Minor,186678.0
1oZqJaE23GEn4SOFQcnTPB,La Tierra del Corrido - Spotify Singles,77,,2023-08-22,G#,Major,211397.0
1odExI7RdWc4BT515LTAwj,Daylight,94,,2023-04-14,D,Minor,212954.0
1ojBtNRMzjL7ptLPZCzfRz,Thinking with My Dick (feat. Juicy J),67,109091573,2013-07-16,C,Major,165315.0
1olWQ1LOUYs4VBwx5N8Lz9,In Your Love,76,,2023-07-27,G,Major,225827.0
1p5GikXPiCkw5T2VrSPrO1,Pretty Girl (with Rema),73,,2023-10-13,G,Major,137908.0
1p80LdxRV74UKvL8gnD7ky,Blank Space,80,,2014-10-27,F,Major,231827.0
1paxjwS0WOuSSpC9wRxUxS,When We All Get To Heaven,52,181328253,2006,A#,Major,104080.0
1pmBuw9a3r467tlzVZj0P4,Bigger Mistakes,70,,2023-07-28,B,Major,179229.0
1q3RiD1tIWUpGsNFADMlvl,All Too Well,60,,2012-10-22,C,Major,327893.0
