,0,1,2
4489,3o9kpgkIcffx0iSwxhuNI2,outta,3
4490,3o9kpgkIcffx0iSwxhuNI2,life,3
4491,3o9kpgkIcffx0iSwxhuNI2,feel,3
4492,3o9kpgkIcffx0iSwxhuNI2,water,2
4493,3o9kpgkIcffx0iSwxhuNI2,sinkin,2
4494,3o9kpgkIcffx0iSwxhuNI2,boat,2
4495,3o9kpgkIcffx0iSwxhuNI2,barely,2
4496,7lcI4X8RZxK4zIknJcwpBq,bussin,12
4497,7lcI4X8RZxK4zIknJcwpBq,back,6
4498,7lcI4X8RZxK4zIknJcwpBq,bitch,5
4499,7lcI4X8RZxK4zIknJcwpBq,fat,5
4500,7lcI4X8RZxK4zIknJcwpBq,send,4
4501,7lcI4X8RZxK4zIknJcwpBq,full,4
4502,7lcI4X8RZxK4zIknJcwpBq,bag,4
4503,7lcI4X8RZxK4zIknJcwpBq,yellow,4
4504,7lcI4X8RZxK4zIknJcwpBq,foreign,3
4505,7lcI4X8RZxK4zIknJcwpBq,cop,2
4506,7lcI4X8RZxK4zIknJcwpBq,coupe,2
4507,7lcI4X8RZxK4zIknJcwpBq,lemon,2
4508,7lcI4X8RZxK4zIknJcwpBq,busy,2
4509,7lcI4X8RZxK4zIknJcwpBq,big,2
4510,7lcI4X8RZxK4zIknJcwpBq,vvs,2
4511,3ncmoWTwJgx63LwMTyBCXf,hour,49
4512,3ncmoWTwJgx63LwMTyBCXf,shower,4
4513,3ncmoWTwJgx63LwMTyBCXf,love,3
4514,3ncmoWTwJgx63LwMTyBCXf,give,3
4515,3ncmoWTwJgx63LwMTyBCXf,counter,2
4516,3ncmoWTwJgx63LwMTyBCXf,talk,2
4517,3ncmoWTwJgx63LwMTyBCXf,flower,2
4518,3ncmoWTwJgx63LwMTyBCXf,girl,2
4519,3ncmoWTwJgx63LwMTyBCXf,make,2
4520,3ncmoWTwJgx63LwMTyBCXf,pussy,2
4521,3ncmoWTwJgx63LwMTyBCXf,superpower,2
4522,3ncmoWTwJgx63LwMTyBCXf,moanin,1
4523,3ncmoWTwJgx63LwMTyBCXf,stop,1
4524,3ncmoWTwJgx63LwMTyBCXf,inch,1
4525,3ncmoWTwJgx63LwMTyBCXf,sing,1
4526,11iIikXxC6NP0Ma8vMD27x,bad,1
4527,11iIikXxC6NP0Ma8vMD27x,understand,1
4528,11iIikXxC6NP0Ma8vMD27x,give,1
4529,11iIikXxC6NP0Ma8vMD27x,bitch,1
4530,11iIikXxC6NP0Ma8vMD27x,justify,1
4531,11iIikXxC6NP0Ma8vMD27x,urge,1
4532,11iIikXxC6NP0Ma8vMD27x,purge,1
4533,11iIikXxC6NP0Ma8vMD27x,white,1
4534,11iIikXxC6NP0Ma8vMD27x,yellow,1
4535,11iIikXxC6NP0Ma8vMD27x,tooth,1
4536,11iIikXxC6NP0Ma8vMD27x,dog,1
4537,11iIikXxC6NP0Ma8vMD27x,play,1
4538,11iIikXxC6NP0Ma8vMD27x,talk,1
4539,11iIikXxC6NP0Ma8vMD27x,dandy,1
4540,11iIikXxC6NP0Ma8vMD27x,land,1
4541,34gCuhDGsG4bRPIf9bb02f,love,8
4542,34gCuhDGsG4bRPIf9bb02f,find,5
4543,34gCuhDGsG4bRPIf9bb02f,thinkin,5
4544,34gCuhDGsG4bRPIf9bb02f,heart,4
4545,34gCuhDGsG4bRPIf9bb02f,fall,4
4546,34gCuhDGsG4bRPIf9bb02f,place,3
4547,34gCuhDGsG4bRPIf9bb02f,loud,3
4548,34gCuhDGsG4bRPIf9bb02f,beatin,3
4549,34gCuhDGsG4bRPIf9bb02f,head,3
4550,34gCuhDGsG4bRPIf9bb02f,star,3
4551,34gCuhDGsG4bRPIf9bb02f,light,3
4552,34gCuhDGsG4bRPIf9bb02f,kiss,3
4553,34gCuhDGsG4bRPIf9bb02f,bout,2
4554,34gCuhDGsG4bRPIf9bb02f,memory,2
4555,34gCuhDGsG4bRPIf9bb02f,hand,2
4556,1PNs0uGru3TcrA94kpyGnc,bitch,10
4557,1PNs0uGru3TcrA94kpyGnc,word,6
4558,1PNs0uGru3TcrA94kpyGnc,pull,4
4559,1PNs0uGru3TcrA94kpyGnc,problem,3
4560,1PNs0uGru3TcrA94kpyGnc,mask,3
4561,1PNs0uGru3TcrA94kpyGnc,back,3
4562,1PNs0uGru3TcrA94kpyGnc,check,3
4563,1PNs0uGru3TcrA94kpyGnc,city,3
4564,1PNs0uGru3TcrA94kpyGnc,gon,3
4565,1PNs0uGru3TcrA94kpyGnc,resolve,3
4566,1PNs0uGru3TcrA94kpyGnc,bout,3
4567,1PNs0uGru3TcrA94kpyGnc,beef,3
4568,1PNs0uGru3TcrA94kpyGnc,vibe,3
4569,1PNs0uGru3TcrA94kpyGnc,foreign,3
4570,1PNs0uGru3TcrA94kpyGnc,provider,3
4571,7mFj0LlWtEJaEigguaWqYh,baby,11
4572,7mFj0LlWtEJaEigguaWqYh,give,10
4573,7mFj0LlWtEJaEigguaWqYh,ride,7
4574,7mFj0LlWtEJaEigguaWqYh,hold,7
4575,7mFj0LlWtEJaEigguaWqYh,bite,7
4576,7mFj0LlWtEJaEigguaWqYh,sweetest,7
4577,7mFj0LlWtEJaEigguaWqYh,life,7
4578,7mFj0LlWtEJaEigguaWqYh,flavour,3
4579,7mFj0LlWtEJaEigguaWqYh,put,3
4580,7mFj0LlWtEJaEigguaWqYh,home,3
4581,7mFj0LlWtEJaEigguaWqYh,last,3
4582,7mFj0LlWtEJaEigguaWqYh,lie,3
4583,7mFj0LlWtEJaEigguaWqYh,drive,3
4584,7mFj0LlWtEJaEigguaWqYh,fast,3
4585,7mFj0LlWtEJaEigguaWqYh,train,2
4586,3IAfUEeaXRX9s9UdKOJrFI,pare,8
4587,3IAfUEeaXRX9s9UdKOJrFI,voy,6
4588,3IAfUEeaXRX9s9UdKOJrFI,envolver,6
4589,3IAfUEeaXRX9s9UdKOJrFI,hacemo,6
4590,3IAfUEeaXRX9s9UdKOJrFI,volver,6
4591,3IAfUEeaXRX9s9UdKOJrFI,veo,3
4592,3IAfUEeaXRX9s9UdKOJrFI,quedar,3
4593,3IAfUEeaXRX9s9UdKOJrFI,resolver,3
4594,3IAfUEeaXRX9s9UdKOJrFI,perrear,3
4595,3IAfUEeaXRX9s9UdKOJrFI,solo,2
4596,3IAfUEeaXRX9s9UdKOJrFI,olvidar,2
4597,3IAfUEeaXRX9s9UdKOJrFI,aqu,2
4598,3IAfUEeaXRX9s9UdKOJrFI,alcohol,2
4599,3IAfUEeaXRX9s9UdKOJrFI,sexo,2
4600,3IAfUEeaXRX9s9UdKOJrFI,hace,2
4601,2r7mfzeXCzyrysTya4Onwk,voy,20
4602,2r7mfzeXCzyrysTya4Onwk,seducirme,6
4603,2r7mfzeXCzyrysTya4Onwk,criman,6
4604,2r7mfzeXCzyrysTya4Onwk,estallar,4
4605,2r7mfzeXCzyrysTya4Onwk,daddy,2
4606,2r7mfzeXCzyrysTya4Onwk,due,2
4607,2r7mfzeXCzyrysTya4Onwk,sandungueando,2
4608,2r7mfzeXCzyrysTya4Onwk,mile,2
4609,2r7mfzeXCzyrysTya4Onwk,darle,1
4610,6y8z28epOv5FlaxDv1Lo5B,puede,5
4611,6y8z28epOv5FlaxDv1Lo5B,conoc,4
4612,6y8z28epOv5FlaxDv1Lo5B,ndome,4
4613,6y8z28epOv5FlaxDv1Lo5B,pare,4
4614,6y8z28epOv5FlaxDv1Lo5B,conjunto,3
4615,6y8z28epOv5FlaxDv1Lo5B,sabe,3
4616,6y8z28epOv5FlaxDv1Lo5B,beso,3
4617,6y8z28epOv5FlaxDv1Lo5B,tent,3
4618,6y8z28epOv5FlaxDv1Lo5B,splash,3
4619,6y8z28epOv5FlaxDv1Lo5B,ninguno,2
4620,6y8z28epOv5FlaxDv1Lo5B,normal,2
4621,6y8z28epOv5FlaxDv1Lo5B,cualquier,1
4622,6y8z28epOv5FlaxDv1Lo5B,pista,1
4623,6y8z28epOv5FlaxDv1Lo5B,prrra,1
4624,6y8z28epOv5FlaxDv1Lo5B,ghetto,1
4625,3ioJs8DQw527GmqJIp5gZG,fuck,5
4626,3ioJs8DQw527GmqJIp5gZG,open,5
4627,3ioJs8DQw527GmqJIp5gZG,back,5
4628,3ioJs8DQw527GmqJIp5gZG,close,4
4629,3ioJs8DQw527GmqJIp5gZG,friend,4
4630,3ioJs8DQw527GmqJIp5gZG,round,4
4631,3ioJs8DQw527GmqJIp5gZG,high,3
4632,3ioJs8DQw527GmqJIp5gZG,hometown,2
4633,3ioJs8DQw527GmqJIp5gZG,doin,2
4634,3ioJs8DQw527GmqJIp5gZG,stance,2
4635,3ioJs8DQw527GmqJIp5gZG,point,2
4636,3ioJs8DQw527GmqJIp5gZG,hit,2
4637,3ioJs8DQw527GmqJIp5gZG,wheel,2
4638,3ioJs8DQw527GmqJIp5gZG,bag,2
4639,3ioJs8DQw527GmqJIp5gZG,chain,2
4640,0UXlu64mDLvfzR8IXMz06J,dolerme,2
4641,0UXlu64mDLvfzR8IXMz06J,tomando,2
4642,0UXlu64mDLvfzR8IXMz06J,accione,2
4643,0UXlu64mDLvfzR8IXMz06J,quer,2
4644,0UXlu64mDLvfzR8IXMz06J,quiere,2
4645,0UXlu64mDLvfzR8IXMz06J,vete,2
4646,0UXlu64mDLvfzR8IXMz06J,mese,2
4647,0UXlu64mDLvfzR8IXMz06J,vario,2
4648,0UXlu64mDLvfzR8IXMz06J,loco,2
4649,0UXlu64mDLvfzR8IXMz06J,amor,2
4650,0UXlu64mDLvfzR8IXMz06J,olvidar,2
4651,0UXlu64mDLvfzR8IXMz06J,pueda,2
4652,0UXlu64mDLvfzR8IXMz06J,imposible,2
4653,0UXlu64mDLvfzR8IXMz06J,dicen,2
4654,0UXlu64mDLvfzR8IXMz06J,aceptarlo,2
4655,3vySEUpD0tc801F2WZDLYw,back,33
4656,3vySEUpD0tc801F2WZDLYw,ceiling,9
4657,3vySEUpD0tc801F2WZDLYw,mirror,8
4658,3vySEUpD0tc801F2WZDLYw,mood,8
4659,3vySEUpD0tc801F2WZDLYw,deaky,7
4660,3vySEUpD0tc801F2WZDLYw,mmm,6
4661,3vySEUpD0tc801F2WZDLYw,make,4
4662,3vySEUpD0tc801F2WZDLYw,feelin,4
4663,3vySEUpD0tc801F2WZDLYw,head,4
4664,3vySEUpD0tc801F2WZDLYw,put,4
4665,3vySEUpD0tc801F2WZDLYw,gon,4
4666,3vySEUpD0tc801F2WZDLYw,baby,3
4667,3vySEUpD0tc801F2WZDLYw,boy,3
4668,3vySEUpD0tc801F2WZDLYw,sweet,2
4669,3vySEUpD0tc801F2WZDLYw,forever,2
4670,2PWTZV5znjLtZC5T1EVJvL,fall,10
4671,2PWTZV5znjLtZC5T1EVJvL,love,7
4672,2PWTZV5znjLtZC5T1EVJvL,feel,5
4673,2PWTZV5znjLtZC5T1EVJvL,sound,3
4674,2PWTZV5znjLtZC5T1EVJvL,super,3
4675,2PWTZV5znjLtZC5T1EVJvL,clich,3
4676,2PWTZV5znjLtZC5T1EVJvL,make,3
4677,2PWTZV5znjLtZC5T1EVJvL,type,3
4678,2PWTZV5znjLtZC5T1EVJvL,skin,2
4679,2PWTZV5znjLtZC5T1EVJvL,throw,1
4680,2PWTZV5znjLtZC5T1EVJvL,ooh,1
4681,2PWTZV5znjLtZC5T1EVJvL,sun,1
4682,2PWTZV5znjLtZC5T1EVJvL,back,1
4683,2PWTZV5znjLtZC5T1EVJvL,life,1
4684,2PWTZV5znjLtZC5T1EVJvL,live,1
4685,2ZRo7axmMPeSVUvDbGkJah,night,4
4686,2ZRo7axmMPeSVUvDbGkJah,feelin,4
4687,2ZRo7axmMPeSVUvDbGkJah,rest,3
4688,2ZRo7axmMPeSVUvDbGkJah,tired,2
4689,2ZRo7axmMPeSVUvDbGkJah,great,2
4690,2ZRo7axmMPeSVUvDbGkJah,swear,2
4691,2ZRo7axmMPeSVUvDbGkJah,vibe,2
4692,2ZRo7axmMPeSVUvDbGkJah,mind,2
4693,2ZRo7axmMPeSVUvDbGkJah,day,2
4694,2ZRo7axmMPeSVUvDbGkJah,kill,2
4695,2ZRo7axmMPeSVUvDbGkJah,single,2
4696,2ZRo7axmMPeSVUvDbGkJah,life,2
4697,2ZRo7axmMPeSVUvDbGkJah,song,1
4698,2ZRo7axmMPeSVUvDbGkJah,peace,1
4699,2ZRo7axmMPeSVUvDbGkJah,shooting,1
4700,0nrRP2bk19rLc0orkWPQk2,lose,5
4701,0nrRP2bk19rLc0orkWPQk2,time,2
4702,0nrRP2bk19rLc0orkWPQk2,eye,2
4703,0nrRP2bk19rLc0orkWPQk2,find,2
4704,0nrRP2bk19rLc0orkWPQk2,old,2
4705,0nrRP2bk19rLc0orkWPQk2,wise,2
4706,0nrRP2bk19rLc0orkWPQk2,wake,2
4707,0nrRP2bk19rLc0orkWPQk2,life,2
4708,0nrRP2bk19rLc0orkWPQk2,young,2
4709,0nrRP2bk19rLc0orkWPQk2,world,2
4710,0nrRP2bk19rLc0orkWPQk2,stay,1
4711,0nrRP2bk19rLc0orkWPQk2,wish,1
4712,0nrRP2bk19rLc0orkWPQk2,plan,1
4713,0nrRP2bk19rLc0orkWPQk2,weight,1
4714,0nrRP2bk19rLc0orkWPQk2,travel,1
4715,0MMyJUC3WNnFS1lit5pTjk,jealousy,12
4716,0MMyJUC3WNnFS1lit5pTjk,sick,4
4717,0MMyJUC3WNnFS1lit5pTjk,comparison,3
4718,0MMyJUC3WNnFS1lit5pTjk,pretty,3
4719,0MMyJUC3WNnFS1lit5pTjk,start,3
4720,0MMyJUC3WNnFS1lit5pTjk,kid,3
4721,0MMyJUC3WNnFS1lit5pTjk,slowly,3
4722,0MMyJUC3WNnFS1lit5pTjk,cool,2
4723,0MMyJUC3WNnFS1lit5pTjk,happy,2
4724,0MMyJUC3WNnFS1lit5pTjk,throw,1
4725,0MMyJUC3WNnFS1lit5pTjk,crazy,1
4726,0MMyJUC3WNnFS1lit5pTjk,ticket,1
4727,0MMyJUC3WNnFS1lit5pTjk,low,1
4728,0MMyJUC3WNnFS1lit5pTjk,win,1
4729,0MMyJUC3WNnFS1lit5pTjk,loss,1
4730,3GaGWoU1KfVqgl7vnRHP55,siempre,2
4731,3GaGWoU1KfVqgl7vnRHP55,empiece,1
4732,3GaGWoU1KfVqgl7vnRHP55,odiar,1
4733,3GaGWoU1KfVqgl7vnRHP55,techno,1
4734,3GaGWoU1KfVqgl7vnRHP55,abrir,1
4735,3GaGWoU1KfVqgl7vnRHP55,dicen,1
4736,3GaGWoU1KfVqgl7vnRHP55,ver,1
4737,3GaGWoU1KfVqgl7vnRHP55,borracho,1
4738,3GaGWoU1KfVqgl7vnRHP55,olvidar,1
4739,3GaGWoU1KfVqgl7vnRHP55,dijo,1
4740,0wHFktze2PHC5jDt3B17DC,put,10
4741,0wHFktze2PHC5jDt3B17DC,class,10
4742,0wHFktze2PHC5jDt3B17DC,throw,5
4743,0wHFktze2PHC5jDt3B17DC,sky,5
4744,0wHFktze2PHC5jDt3B17DC,sex,5
4745,0wHFktze2PHC5jDt3B17DC,time,3
4746,0wHFktze2PHC5jDt3B17DC,sweet,3
4747,0wHFktze2PHC5jDt3B17DC,bout,2
4748,0wHFktze2PHC5jDt3B17DC,cept,1
4749,0wHFktze2PHC5jDt3B17DC,downside,1
4750,0wHFktze2PHC5jDt3B17DC,lifestyle,1
4751,0wHFktze2PHC5jDt3B17DC,slide,1
4752,0wHFktze2PHC5jDt3B17DC,cool,1
4753,0wHFktze2PHC5jDt3B17DC,sunset,1
4754,0wHFktze2PHC5jDt3B17DC,undress,1
4755,2gpQi3hbcUAcEG8m2dlgfB,mismo,9
4756,2gpQi3hbcUAcEG8m2dlgfB,siempre,7
4757,2gpQi3hbcUAcEG8m2dlgfB,quiero,2
4758,2gpQi3hbcUAcEG8m2dlgfB,creer,2
4759,2gpQi3hbcUAcEG8m2dlgfB,amigo,2
4760,2gpQi3hbcUAcEG8m2dlgfB,ando,2
4761,2gpQi3hbcUAcEG8m2dlgfB,mejor,2
4762,2gpQi3hbcUAcEG8m2dlgfB,entiendo,2
4763,2gpQi3hbcUAcEG8m2dlgfB,puesto,2
4764,2gpQi3hbcUAcEG8m2dlgfB,pido,1
4765,2gpQi3hbcUAcEG8m2dlgfB,toy,1
4766,2gpQi3hbcUAcEG8m2dlgfB,fumo,1
4767,2gpQi3hbcUAcEG8m2dlgfB,entenderte,1
4768,2gpQi3hbcUAcEG8m2dlgfB,confundido,1
4769,1UdzJEpgJxtuXAlCOvD4S0,vaya,2
4770,1UdzJEpgJxtuXAlCOvD4S0,sudor,2
4771,1UdzJEpgJxtuXAlCOvD4S0,pretend,1
4772,1UdzJEpgJxtuXAlCOvD4S0,feel,1
4773,1UdzJEpgJxtuXAlCOvD4S0,ticket,1
4774,1UdzJEpgJxtuXAlCOvD4S0,low,1
4775,1UdzJEpgJxtuXAlCOvD4S0,wuh,1
4776,1UdzJEpgJxtuXAlCOvD4S0,todav,1
4777,1UdzJEpgJxtuXAlCOvD4S0,dame,1
4778,1UdzJEpgJxtuXAlCOvD4S0,cuerpo,1
4779,1UdzJEpgJxtuXAlCOvD4S0,mundo,1
4780,1UdzJEpgJxtuXAlCOvD4S0,guerrero,1
4781,1UdzJEpgJxtuXAlCOvD4S0,vida,1
4782,1UdzJEpgJxtuXAlCOvD4S0,ndalo,1
4783,1UdzJEpgJxtuXAlCOvD4S0,fuego,1
4784,0U1W2LZVUX7qTm7dDpqxh6,tryna,8
4785,0U1W2LZVUX7qTm7dDpqxh6,hold,8
4786,0U1W2LZVUX7qTm7dDpqxh6,bit,6
4787,0U1W2LZVUX7qTm7dDpqxh6,fingertip,3
4788,0U1W2LZVUX7qTm7dDpqxh6,love,3
4789,0U1W2LZVUX7qTm7dDpqxh6,happy,3
4790,0U1W2LZVUX7qTm7dDpqxh6,deeply,2
4791,0U1W2LZVUX7qTm7dDpqxh6,suppose,2
4792,0U1W2LZVUX7qTm7dDpqxh6,miss,2
4793,0U1W2LZVUX7qTm7dDpqxh6,real,2
4794,0U1W2LZVUX7qTm7dDpqxh6,gettin,2
4795,0U1W2LZVUX7qTm7dDpqxh6,believe,2
4796,0U1W2LZVUX7qTm7dDpqxh6,feel,2
4797,0U1W2LZVUX7qTm7dDpqxh6,startin,2
4798,0U1W2LZVUX7qTm7dDpqxh6,picture,1
4799,0Q5VnK2DYzRyfqQRJuUtvi,dive,11
4800,0Q5VnK2DYzRyfqQRJuUtvi,love,9
4801,0Q5VnK2DYzRyfqQRJuUtvi,perfect,3
4802,0Q5VnK2DYzRyfqQRJuUtvi,sacrifice,3
4803,0Q5VnK2DYzRyfqQRJuUtvi,narcissistic,2
4804,0Q5VnK2DYzRyfqQRJuUtvi,easy,1
4805,0Q5VnK2DYzRyfqQRJuUtvi,embed,1
4806,4srcMdbm2qzVG98tJajHxp,baby,2
4807,4srcMdbm2qzVG98tJajHxp,hacer,1
4808,4srcMdbm2qzVG98tJajHxp,dej,1
4809,4srcMdbm2qzVG98tJajHxp,santini,1
4810,4srcMdbm2qzVG98tJajHxp,prra,1
4811,4srcMdbm2qzVG98tJajHxp,tiraste,1
4812,4srcMdbm2qzVG98tJajHxp,resbal,1
4813,4srcMdbm2qzVG98tJajHxp,balance,1
4814,4srcMdbm2qzVG98tJajHxp,date,1
4815,4srcMdbm2qzVG98tJajHxp,mare,1
4816,4srcMdbm2qzVG98tJajHxp,skinny,1
4817,4srcMdbm2qzVG98tJajHxp,vuelta,1
4818,4srcMdbm2qzVG98tJajHxp,pido,1
4819,4srcMdbm2qzVG98tJajHxp,entonce,1
4820,4srcMdbm2qzVG98tJajHxp,trate,1
4821,2SJZdZ5DLtlRosJ2xHJJJa,pido,6
4822,2SJZdZ5DLtlRosJ2xHJJJa,chance,6
4823,2SJZdZ5DLtlRosJ2xHJJJa,viste,4
4824,2SJZdZ5DLtlRosJ2xHJJJa,siente,3
4825,2SJZdZ5DLtlRosJ2xHJJJa,solo,3
4826,2SJZdZ5DLtlRosJ2xHJJJa,sonre,1
4827,2SJZdZ5DLtlRosJ2xHJJJa,chicle,1
4828,2SJZdZ5DLtlRosJ2xHJJJa,rinda,1
4829,2SJZdZ5DLtlRosJ2xHJJJa,fotos,1
4830,2SJZdZ5DLtlRosJ2xHJJJa,bomb,1
4831,2SJZdZ5DLtlRosJ2xHJJJa,puede,1
4832,2SJZdZ5DLtlRosJ2xHJJJa,embed,1
4833,3uwnnTQcHM1rDqSfA4gQNz,body,10
4834,3uwnnTQcHM1rDqSfA4gQNz,summer,9
4835,3uwnnTQcHM1rDqSfA4gQNz,cool,6
4836,3uwnnTQcHM1rDqSfA4gQNz,mind,5
4837,3uwnnTQcHM1rDqSfA4gQNz,scare,4
4838,3uwnnTQcHM1rDqSfA4gQNz,type,4
4839,3uwnnTQcHM1rDqSfA4gQNz,taste,3
4840,3uwnnTQcHM1rDqSfA4gQNz,cherry,3
4841,3uwnnTQcHM1rDqSfA4gQNz,mother,3
4842,3uwnnTQcHM1rDqSfA4gQNz,wanna,3
4843,3uwnnTQcHM1rDqSfA4gQNz,kiss,2
4844,3uwnnTQcHM1rDqSfA4gQNz,time,1
4845,3uwnnTQcHM1rDqSfA4gQNz,scared,1
4846,3uwnnTQcHM1rDqSfA4gQNz,shhh,1
4847,3uwnnTQcHM1rDqSfA4gQNz,curious,1
4848,2m6Ko3CY1qXNNja8AlugNc,forever,7
4849,2m6Ko3CY1qXNNja8AlugNc,give,7
4850,2m6Ko3CY1qXNNja8AlugNc,start,4
4851,2m6Ko3CY1qXNNja8AlugNc,afraid,3
4852,2m6Ko3CY1qXNNja8AlugNc,living,3
4853,2m6Ko3CY1qXNNja8AlugNc,bring,3
4854,2m6Ko3CY1qXNNja8AlugNc,moment,3
4855,2m6Ko3CY1qXNNja8AlugNc,live,3
4856,2m6Ko3CY1qXNNja8AlugNc,word,3
4857,2m6Ko3CY1qXNNja8AlugNc,night,3
4858,2m6Ko3CY1qXNNja8AlugNc,wanna,2
4859,2m6Ko3CY1qXNNja8AlugNc,life,2
4860,2m6Ko3CY1qXNNja8AlugNc,lie,2
4861,2m6Ko3CY1qXNNja8AlugNc,rainy,2
4862,2m6Ko3CY1qXNNja8AlugNc,die,2
4863,6bQ5823aHmFVKLZW8E7rRo,frontear,5
4864,6bQ5823aHmFVKLZW8E7rRo,gata,4
4865,6bQ5823aHmFVKLZW8E7rRo,mont,4
4866,6bQ5823aHmFVKLZW8E7rRo,cabr,2
4867,6bQ5823aHmFVKLZW8E7rRo,quieren,2
4868,6bQ5823aHmFVKLZW8E7rRo,quiere,2
4869,6bQ5823aHmFVKLZW8E7rRo,duerme,1
4870,6bQ5823aHmFVKLZW8E7rRo,picky,1
4871,6bQ5823aHmFVKLZW8E7rRo,desata,1
4872,6bQ5823aHmFVKLZW8E7rRo,clone,1
4873,6bQ5823aHmFVKLZW8E7rRo,morir,1
4874,6bQ5823aHmFVKLZW8E7rRo,dile,1
4875,6bQ5823aHmFVKLZW8E7rRo,baile,1
4876,6bQ5823aHmFVKLZW8E7rRo,coopere,1
4877,6bQ5823aHmFVKLZW8E7rRo,flore,1
4878,6ws54n2IzyrIxxyzlG2bVJ,shit,14
4879,6ws54n2IzyrIxxyzlG2bVJ,bitch,8
4880,6ws54n2IzyrIxxyzlG2bVJ,slide,6
4881,6ws54n2IzyrIxxyzlG2bVJ,song,5
4882,6ws54n2IzyrIxxyzlG2bVJ,roll,5
4883,6ws54n2IzyrIxxyzlG2bVJ,cap,5
4884,6ws54n2IzyrIxxyzlG2bVJ,rap,5
4885,6ws54n2IzyrIxxyzlG2bVJ,police,5
4886,6ws54n2IzyrIxxyzlG2bVJ,hair,5
4887,6ws54n2IzyrIxxyzlG2bVJ,salon,5
4888,6ws54n2IzyrIxxyzlG2bVJ,hood,5
4889,6ws54n2IzyrIxxyzlG2bVJ,put,4
4890,6ws54n2IzyrIxxyzlG2bVJ,money,3
4891,6ws54n2IzyrIxxyzlG2bVJ,real,3
4892,6ws54n2IzyrIxxyzlG2bVJ,swear,3
4893,0wPKDeY4fZXT6k9bzV0kx0,hilarious,9
4894,0wPKDeY4fZXT6k9bzV0kx0,put,6
4895,0wPKDeY4fZXT6k9bzV0kx0,delirious,5
4896,0wPKDeY4fZXT6k9bzV0kx0,lesson,3
4897,0wPKDeY4fZXT6k9bzV0kx0,blame,3
4898,0wPKDeY4fZXT6k9bzV0kx0,girl,3
4899,0wPKDeY4fZXT6k9bzV0kx0,thing,3
4900,0wPKDeY4fZXT6k9bzV0kx0,thinkin,3
4901,0wPKDeY4fZXT6k9bzV0kx0,year,3
4902,0wPKDeY4fZXT6k9bzV0kx0,badly,3
4903,0wPKDeY4fZXT6k9bzV0kx0,love,3
4904,0wPKDeY4fZXT6k9bzV0kx0,tear,3
4905,0wPKDeY4fZXT6k9bzV0kx0,eye,2
4906,0wPKDeY4fZXT6k9bzV0kx0,hope,2
4907,0wPKDeY4fZXT6k9bzV0kx0,table,2
4908,4pKhxDtzoLPVy4GzW1ibAz,puede,2
4909,4pKhxDtzoLPVy4GzW1ibAz,tiempo,2
4910,4pKhxDtzoLPVy4GzW1ibAz,olvidarte,2
4911,4pKhxDtzoLPVy4GzW1ibAz,sabe,2
4912,4pKhxDtzoLPVy4GzW1ibAz,nadie,2
4913,4pKhxDtzoLPVy4GzW1ibAz,scate,1
4914,4pKhxDtzoLPVy4GzW1ibAz,pueda,1
4915,4pKhxDtzoLPVy4GzW1ibAz,mismo,1
4916,4pKhxDtzoLPVy4GzW1ibAz,gastaste,1
4917,4pKhxDtzoLPVy4GzW1ibAz,music,1
4918,4pKhxDtzoLPVy4GzW1ibAz,dime,1
4919,4pKhxDtzoLPVy4GzW1ibAz,gust,1
4920,4pKhxDtzoLPVy4GzW1ibAz,quiero,1
4921,4pKhxDtzoLPVy4GzW1ibAz,digas,1
4922,1ZMiCix7XSAbfAJlEZWMCp,fall,12
4923,1ZMiCix7XSAbfAJlEZWMCp,talk,3
4924,1ZMiCix7XSAbfAJlEZWMCp,fallin,3
4925,1ZMiCix7XSAbfAJlEZWMCp,feel,1
4926,1ZMiCix7XSAbfAJlEZWMCp,thing,1
4927,1ZMiCix7XSAbfAJlEZWMCp,run,1
4928,1ZMiCix7XSAbfAJlEZWMCp,kill,1
4929,1ZMiCix7XSAbfAJlEZWMCp,song,1
4930,1ZMiCix7XSAbfAJlEZWMCp,write,1
4931,1ZMiCix7XSAbfAJlEZWMCp,aware,1
4932,1ZMiCix7XSAbfAJlEZWMCp,miss,1
4933,1ZMiCix7XSAbfAJlEZWMCp,care,1
4934,1ZMiCix7XSAbfAJlEZWMCp,bed,1
4935,1ZMiCix7XSAbfAJlEZWMCp,blame,1
4936,1ZMiCix7XSAbfAJlEZWMCp,leave,1
4937,0bBd6K5X4W7t9GyXcaVOA7,tocar,3
4938,0bBd6K5X4W7t9GyXcaVOA7,entero,3
4939,0bBd6K5X4W7t9GyXcaVOA7,cuerpo,3
4940,0bBd6K5X4W7t9GyXcaVOA7,baby,2
4941,0bBd6K5X4W7t9GyXcaVOA7,sobeteo,2
4942,0bBd6K5X4W7t9GyXcaVOA7,guayeteo,2
4943,0bBd6K5X4W7t9GyXcaVOA7,perreo,2
4944,0bBd6K5X4W7t9GyXcaVOA7,puesta,2
4945,0bBd6K5X4W7t9GyXcaVOA7,couple,2
4946,0bBd6K5X4W7t9GyXcaVOA7,beber,2
4947,0bBd6K5X4W7t9GyXcaVOA7,secret,1
4948,0bBd6K5X4W7t9GyXcaVOA7,rolling,1
4949,0bBd6K5X4W7t9GyXcaVOA7,dime,1
4950,0bBd6K5X4W7t9GyXcaVOA7,beb,1
4951,0bBd6K5X4W7t9GyXcaVOA7,grab,1
